Dataset,Sample,Prediction
uwb_atcc,uwb_atcc/sample_1762.wav,one two one nine
uwb_atcc,uwb_atcc/sample_1763.wav,oscar kilo lima india november
uwb_atcc,uwb_atcc/sample_1764.wav,oscar kilo lima india november tango
uwb_atcc,uwb_atcc/sample_1765.wav,four bravo contact ruzyne ground one two one
uwb_atcc,uwb_atcc/sample_1766.wav,tango oscar kilo lima india november
uwb_atcc,uwb_atcc/sample_1767.wav,sky travel one one nine zero two we are ready for taxi
uwb_atcc,uwb_atcc/sample_1768.wav,sky travel one one zero two tax
uwb_atcc,uwb_atcc/sample_1769.wav,lima holding point runway three one
uwb_atcc,uwb_atcc/sample_1770.wav,holding three one sky travel one one zero two
uwb_atcc,uwb_atcc/sample_1771.wav,ruzyne tower sky travel nine five juliett fully established ils one three
uwb_atcc,uwb_atcc/sample_1772.wav,sky travel nine five juliett ruzyne tower continue approach runway one three departure ahead
uwb_atcc,uwb_atcc/sample_1773.wav,continue approaching runway one three sky travel nine five juliett
uwb_atcc,uwb_atcc/sample_1774.wav,twin star eight eight seven line up runway one three
uwb_atcc,uwb_atcc/sample_1775.wav,eight eight seven
uwb_atcc,uwb_atcc/sample_1776.wav,csa seven tango line up runway three one be ready for immediate
uwb_atcc,uwb_atcc/sample_1777.wav,line up three one be ready csa seven tango
uwb_atcc,uwb_atcc/sample_1778.wav,aero flot one two zero nine departure ahead
uwb_atcc,uwb_atcc/sample_1779.wav,roger
uwb_atcc,uwb_atcc/sample_1780.wav,csa five bravo b
uwb_atcc,uwb_atcc/sample_1781.wav,papa on
uwb_atcc,uwb_atcc/sample_1782.wav,csa five bravo b ruzyne tower start up approved time five one information papa current
uwb_atcc,uwb_atcc/sample_1783.wav,cleared to hamburg via venox one bravo departure squawk one four zero four
uwb_atcc,uwb_atcc/sample_1784.wav,start approved when
uwb_atcc,uwb_atcc/sample_1785.wav,bravo yankee november
uwb_atcc,uwb_atcc/sample_1786.wav,mike lima india runway three one clear to land wind one nine zero degrees five knots
uwb_atcc,uwb_atcc/sample_1787.wav,lot five romeo whiskey ready for departure
uwb_atcc,uwb_atcc/sample_1788.wav,we are ready any time
uwb_atcc,uwb_atcc/sample_1789.wav,five romeo
uwb_atcc,uwb_atcc/sample_1790.wav,roger line up runway three one lining up three one lot five r
uwb_atcc,uwb_atcc/sample_1791.wav,ruzyne tower
uwb_atcc,uwb_atcc/sample_1792.wav,lufthansa seven kilo k tower good morning continue approach
uwb_atcc,uwb_atcc/sample_1793.wav,roger reducing one si
uwb_atcc,uwb_atcc/sample_1794.wav,correct expect departure ahead
uwb_atcc,uwb_atcc/sample_1795.wav,swiss four seven two echo runway three one clear to land wind two one zero degrees eight knots
uwb_atcc,uwb_atcc/sample_1796.wav,clear to land three one swiss four zero two echo
uwb_atcc,uwb_atcc/sample_1797.wav,ruzyne tower csa one nine six two on papa ready
uwb_atcc,uwb_atcc/sample_1798.wav,csa one nine six two ruzyne tower roger
uwb_atcc,uwb_atcc/sample_1799.wav,jobair zero six one runway three one cleared for takeoff wind one nine zero degrees six knots
uwb_atcc,uwb_atcc/sample_1800.wav,runway three one jobair zero six
uwb_atcc,uwb_atcc/sample_1801.wav,csa seven two six line up runway one three
uwb_atcc,uwb_atcc/sample_1802.wav,runway one three csa seven two
uwb_atcc,uwb_atcc/sample_1803.wav,tower csa five three seven established ils approach runway one three
uwb_atcc,uwb_atcc/sample_1804.wav,csa five three seven no speed limit
uwb_atcc,uwb_atcc/sample_1805.wav,no speed limit csa
uwb_atcc,uwb_atcc/sample_1806.wav,csa seven two six runway one three cleared for takeoff wind zero six zero degrees four knots
uwb_atcc,uwb_atcc/sample_1807.wav,cleared for takeoff one three csa seven two six
uwb_atcc,uwb_atcc/sample_1808.wav,csa six one nine traffic information helicopter landing
uwb_atcc,uwb_atcc/sample_1809.wav,vacating via romeo and expect one
uwb_atcc,uwb_atcc/sample_1810.wav,austrian seven zero nine runway one three cleared to land wind zero two zero degrees four knots clear to land one three austrian sevenzero nine
uwb_atcc,uwb_atcc/sample_1811.wav,csa nine two two runway three one cleared for takeoff wind one eight zero degrees five knots
uwb_atcc,uwb_atcc/sample_1812.wav,runway three one cleared for takeoff csa nine two two
uwb_atcc,uwb_atcc/sample_1813.wav,wizz air four romeo papa taxi papa lima golf
uwb_atcc,uwb_atcc/sample_1814.wav,stand five one
uwb_atcc,uwb_atcc/sample_1815.wav,papa lima golf stand five one wizz air four
uwb_atcc,uwb_atcc/sample_1816.wav,follow airbus
uwb_atcc,uwb_atcc/sample_1817.wav,csa seven five nine contact ground one two one nine
uwb_atcc,uwb_atcc/sample_1818.wav,contact ground one two one decimal nine csa seven five nine
uwb_atcc,uwb_atcc/sample_1819.wav,austrian seven zero six papa runway three one cleared for takeoff wind two one zero degrees eight knots good bye
uwb_atcc,uwb_atcc/sample_1820.wav,cleared for takeoff runway three one austrian seven zero
uwb_atcc,uwb_atcc/sample_1821.wav,six papa
uwb_atcc,uwb_atcc/sample_1822.wav,papa
uwb_atcc,uwb_atcc/sample_1823.wav,prague tower hotel zulu mike foxtrot
uwb_atcc,uwb_atcc/sample_1824.wav,ruzyne tower hotel zulu mike foxtrot three with you established twelve miles runway three one
uwb_atcc,uwb_atcc/sample_1825.wav,good afternoon hotel zulu mike foxtrot three ruzyne tower continue approach number three
uwb_atcc,uwb_atcc/sample_1826.wav,number three roger
uwb_atcc,uwb_atcc/sample_1827.wav,sky travel one zero one one vacate left taxiway papa contact ruzyne ground one two one decimal nine
uwb_atcc,uwb_atcc/sample_1828.wav,one nine sky travel one zero one one
uwb_atcc,uwb_atcc/sample_1829.wav,twin star eight eight seven runway one three cleared for takeoff wind zero five zero degrees six knots
uwb_atcc,uwb_atcc/sample_1830.wav,runway one three
uwb_atcc,uwb_atcc/sample_1831.wav,quality eight nine sierra continue
uwb_atcc,uwb_atcc/sample_1832.wav,continue quality eight nine sierra and hold short o
uwb_atcc,uwb_atcc/sample_1833.wav,yes there is traffic atr after that you can continue lima holding point runway three one
uwb_atcc,uwb_atcc/sample_1834.wav,ok after the atr we ca
uwb_atcc,uwb_atcc/sample_1835.wav,via lima
uwb_atcc,uwb_atcc/sample_1836.wav,point three one
uwb_atcc,uwb_atcc/sample_1837.wav,csa nine one seven runway one three cleared to land wind zero three zero degrees seven knots clear to land one three csa nine one s
uwb_atcc,uwb_atcc/sample_1838.wav,ruzyne tower csa
uwb_atcc,uwb_atcc/sample_1839.wav,nine zero we are ready
uwb_atcc,uwb_atcc/sample_1840.wav,csa six nine zero ruzyne tower line up runway one three cleared for takeoff wind one five zero degrees four knots
uwb_atcc,uwb_atcc/sample_1841.wav,takeoff runway one three
uwb_atcc,uwb_atcc/sample_1842.wav,nine zero
uwb_atcc,uwb_atcc/sample_1843.wav,ruzyne tower csa five four five ils one three
uwb_atcc,uwb_atcc/sample_1844.wav,csa five four five continue approach
uwb_atcc,uwb_atcc/sample_1845.wav,seven four three continue golf hold short of lima and one two one nine
uwb_atcc,uwb_atcc/sample_1846.wav,praha golf one two one nine
uwb_atcc,uwb_atcc/sample_1847.wav,austrian seven one one zulu runway one
uwb_atcc,uwb_atcc/sample_1848.wav,zero degrees six knots clear to land one three austrian seven one zulu
uwb_atcc,uwb_atcc/sample_1849.wav,tower easy three eight papa
uwb_atcc,uwb_atcc/sample_1850.wav,easy three eight papa golf taxi to holding point runway one three via hotel one foxtrot lima delta
uwb_atcc,uwb_atcc/sample_1851.wav,hotel one foxtrot say again rest
uwb_atcc,uwb_atcc/sample_1852.wav,lima delta
uwb_atcc,uwb_atcc/sample_1853.wav,lima and delta
uwb_atcc,uwb_atcc/sample_1854.wav,or are you able via foxtrot
uwb_atcc,uwb_atcc/sample_1855.wav,we can t we can take golf
uwb_atcc,uwb_atcc/sample_1856.wav,vacate via papa golf ok if able from golf then taxi hotel one foxtrot golf holding point runway one three
uwb_atcc,uwb_atcc/sample_1857.wav,ok one foxtrot golf holding point one three
uwb_atcc,uwb_atcc/sample_1858.wav,three
uwb_atcc,uwb_atcc/sample_1859.wav,calibra
uwb_atcc,uwb_atcc/sample_1860.wav,austrian seven zero seven papa runway three one clear to land wind zero four zero degrees and five knots
uwb_atcc,uwb_atcc/sample_1861.wav,clear to land runway three one austrian seven zero seven papa
uwb_atcc,uwb_atcc/sample_1862.wav,calibra
uwb_atcc,uwb_atcc/sample_1863.wav,calibra
uwb_atcc,uwb_atcc/sample_1864.wav,shamrock six four four is with you shamrock six three four hello ruzyne tower continue approach
uwb_atcc,uwb_atcc/sample_1865.wav,continue approach shamrock three four four
uwb_atcc,uwb_atcc/sample_1866.wav,calibra ground
uwb_atcc,uwb_atcc/sample_1867.wav,calibra
uwb_atcc,uwb_atcc/sample_1868.wav,papa on
uwb_atcc,uwb_atcc/sample_1869.wav,and
uwb_atcc,uwb_atcc/sample_1870.wav,ruzyne tower csa six three alfa approaching holding point runway three one ready for departure
uwb_atcc,uwb_atcc/sample_1871.wav,csa six three alfa ruzyne tower line up runway three one
uwb_atcc,uwb_atcc/sample_1872.wav,lining up runway three one csa six three alfa
uwb_atcc,uwb_atcc/sample_1873.wav,tower csa seven six echo on lima
uwb_atcc,uwb_atcc/sample_1874.wav,csa seven six echo ruzyne tower
uwb_atcc,uwb_atcc/sample_1875.wav,csa six three alfa runway three one cleared for takeoff wind calm clear for takeoff runway two one csa six threealfa
uwb_atcc,uwb_atcc/sample_1876.wav,tower klm one three five two ready for departure from romeo
uwb_atcc,uwb_atcc/sample_1877.wav,klm one three five two roger use romeo and report ready yeah we are fully ready when reaching romea klm one
uwb_atcc,uwb_atcc/sample_1878.wav,roger
uwb_atcc,uwb_atcc/sample_1879.wav,csa seven zero zero line up runway three one
uwb_atcc,uwb_atcc/sample_1880.wav,csa five charlie tango runway one three clear to land wind zero three zero degrees six knots
uwb_atcc,uwb_atcc/sample_1881.wav,runway one three clear to land csa five charlie tango csa correction lufthansa four tango papa call ground one two one decimal nine
uwb_atcc,uwb_atcc/sample_1882.wav,four tango papa ground one two one decimal nine two
uwb_atcc,uwb_atcc/sample_1883.wav,speed bird two zero uniform runway one three wind two one zero degrees four knots clear to land
uwb_atcc,uwb_atcc/sample_1884.wav,clear to land runway one three swiss
uwb_atcc,uwb_atcc/sample_1885.wav,ruzyne tower emirates one four zero
uwb_atcc,uwb_atcc/sample_1886.wav,emirates one four zero ruzyne tower hold short of runway one three stand to runway two four hold short runway one two emiratesone four zero
uwb_atcc,uwb_atcc/sample_1887.wav,ruzyne tower three five alfa two established one three
uwb_atcc,uwb_atcc/sample_1888.wav,french navy five five alfa two tower good morning continue approach
uwb_atcc,uwb_atcc/sample_1889.wav,lufthansa seven kilo k call ground one two one nine good bye ground one one nine luft
uwb_atcc,uwb_atcc/sample_1890.wav,zero klm
uwb_atcc,uwb_atcc/sample_1891.wav,wizz air five nine one line up runway three one and wai
uwb_atcc,uwb_atcc/sample_1892.wav,hello swiss four eight
uwb_atcc,uwb_atcc/sample_1893.wav,we have
uwb_atcc,uwb_atcc/sample_1894.wav,swiss four eight seven november roger hello again ok line up runway three one
uwb_atcc,uwb_atcc/sample_1895.wav,line up three one csa
uwb_atcc,uwb_atcc/sample_1896.wav,tower good afternoon calibra five two
uwb_atcc,uwb_atcc/sample_1897.wav,calibra five two tango
uwb_atcc,uwb_atcc/sample_1898.wav,roger direct tango
uwb_atcc,uwb_atcc/sample_1899.wav,oscar kilo hotel uniform u
uwb_atcc,uwb_atcc/sample_1900.wav,csa eight two six runway one three cleared for takeoff wind one four zero degrees three knots
uwb_atcc,uwb_atcc/sample_1901.wav,runway one three cleared for takeoff csa eight two six
uwb_atcc,uwb_atcc/sample_1902.wav,ruzyne tower csa one eight
uwb_atcc,uwb_atcc/sample_1903.wav,one three delta
uwb_atcc,uwb_atcc/sample_1904.wav,csa one eight three correction one eight four ruzyne tower
uwb_atcc,uwb_atcc/sample_1905.wav,contact romeo golf line up runway one three and wait
uwb_atcc,uwb_atcc/sample_1906.wav,one three conta
uwb_atcc,uwb_atcc/sample_1907.wav,hello tower el al five two one
uwb_atcc,uwb_atcc/sample_1908.wav,runway one three
uwb_atcc,uwb_atcc/sample_1909.wav,hello el al five two one ruzyne tower continue approach
uwb_atcc,uwb_atcc/sample_1910.wav,continue approach
uwb_atcc,uwb_atcc/sample_1911.wav,csa six bravo charlie runway three one clear to land wind one nine zero degrees five knots
uwb_atcc,uwb_atcc/sample_1912.wav,clear to land runway three one csa six bravo charlie
uwb_atcc,uwb_atcc/sample_1913.wav,tower csa three mike zulu shortly established ils three one reducing one six
uwb_atcc,uwb_atcc/sample_1914.wav,csa three mike zulu ruzyne tower continue approach departure ahead boeing seven three seven
uwb_atcc,uwb_atcc/sample_1915.wav,continue csa three mike zulu
uwb_atcc,uwb_atcc/sample_1916.wav,ruzyne tower csa six bravo charlie ils three one reducing one seven zero
uwb_atcc,uwb_atcc/sample_1917.wav,csa six bravo charlie tower continue approach runway three one
uwb_atcc,uwb_atcc/sample_1918.wav,approach csa six bravo charlie
uwb_atcc,uwb_atcc/sample_1919.wav,jobair zero seven two contact ground one two one nine two one decimal nine jobair zero s
uwb_atcc,uwb_atcc/sample_1920.wav,csa six nine one runway three one clear to land wind one seven zero degrees two knots
uwb_atcc,uwb_atcc/sample_1921.wav,clear to land runway three one
uwb_atcc,uwb_atcc/sample_1922.wav,easy four nine six papa we are fully ready and we can take romeo
uwb_atcc,uwb_atcc/sample_1923.wav,easy four nine six papa roger use romeo and stop at holding point runway three one landing traffic
uwb_atcc,uwb_atcc/sample_1924.wav,hold romeo
uwb_atcc,uwb_atcc/sample_1925.wav,four nine six
uwb_atcc,uwb_atcc/sample_1926.wav,anyway you can use runway two two and hold short of runway three one
uwb_atcc,uwb_atcc/sample_1927.wav,csa four nine zero
uwb_atcc,uwb_atcc/sample_1928.wav,tower csa seven nine
uwb_atcc,uwb_atcc/sample_1929.wav,established ils three one csa four nine three tower continue
uwb_atcc,uwb_atcc/sample_1930.wav,tower good day swiss four nine charlie ready one three
uwb_atcc,uwb_atcc/sample_1931.wav,swiss four nine nine charlie roger expect one more landing
uwb_atcc,uwb_atcc/sample_1932.wav,ok there is one on short final and then afterwards we are anytime ready for
uwb_atcc,uwb_atcc/sample_1933.wav,two landings
uwb_atcc,uwb_atcc/sample_1934.wav,tower good morning sky travel one one zero three fully established ils three one eight miles
uwb_atcc,uwb_atcc/sample_1935.wav,sky travel one one zero three tower good morning continue approach
uwb_atcc,uwb_atcc/sample_1936.wav,lufthansa si
uwb_atcc,uwb_atcc/sample_1937.wav,lufthansa six mike alfa push back approved
uwb_atcc,uwb_atcc/sample_1938.wav,six mike alfa
uwb_atcc,uwb_atcc/sample_1939.wav,lufthansa four yankee mike
uwb_atcc,uwb_atcc/sample_1940.wav,continue via lima and contact ground one two one point nine
uwb_atcc,uwb_atcc/sample_1941.wav,continue via lima and one two one point
uwb_atcc,uwb_atcc/sample_1942.wav,bye bye
uwb_atcc,uwb_atcc/sample_1943.wav,ruzyne tower three one three
uwb_atcc,uwb_atcc/sample_1944.wav,established ils three one one sixty
uwb_atcc,uwb_atcc/sample_1945.wav,three one three tower continue approach
uwb_atcc,uwb_atcc/sample_1946.wav,continue
uwb_atcc,uwb_atcc/sample_1947.wav,air france one three eight three line up runway three one be ready
uwb_atcc,uwb_atcc/sample_1948.wav,line up three
uwb_atcc,uwb_atcc/sample_1949.wav,csa five delta romeo left lima one two one nine
uwb_atcc,uwb_atcc/sample_1950.wav,lima one two one nine csa five delta romeo
uwb_atcc,uwb_atcc/sample_1951.wav,csa four nine four runway one three cleared for
uwb_atcc,uwb_atcc/sample_1952.wav,wind zero eight zero degrees
uwb_atcc,uwb_atcc/sample_1953.wav,csa six three three to the left and the ground one two one decimal nine
uwb_atcc,uwb_atcc/sample_1954.wav,csa six three three continue
uwb_atcc,uwb_atcc/sample_1955.wav,three three
uwb_atcc,uwb_atcc/sample_1956.wav,oscar kilo delta sierra juliett line up runway one three
uwb_atcc,uwb_atcc/sample_1957.wav,lining up runway one three oscar sierra juliett
uwb_atcc,uwb_atcc/sample_1958.wav,b air one four one line up runway
uwb_atcc,uwb_atcc/sample_1959.wav,line up runway three one ba
uwb_atcc,uwb_atcc/sample_1960.wav,beline six one golf ready for depa
uwb_atcc,uwb_atcc/sample_1961.wav,roger
uwb_atcc,uwb_atcc/sample_1962.wav,swiss one golf line up runway one three
uwb_atcc,uwb_atcc/sample_1963.wav,line up runway one three bline six one zulu
uwb_atcc,uwb_atcc/sample_1964.wav,quality eight nine sierra
uwb_atcc,uwb_atcc/sample_1965.wav,quality eight nine sierra line up runway three one cleared for takeoff wind one two zero degrees three knots bye
uwb_atcc,uwb_atcc/sample_1966.wav,clear to line up
uwb_atcc,uwb_atcc/sample_1967.wav,takeoff quality eight nine sierra
uwb_atcc,uwb_atcc/sample_1968.wav,ready for departure csa two eight six
uwb_atcc,uwb_atcc/sample_1969.wav,csa two eight six roger so
uwb_atcc,uwb_atcc/sample_1970.wav,lima
uwb_atcc,uwb_atcc/sample_1971.wav,two
uwb_atcc,uwb_atcc/sample_1972.wav,via lima
uwb_atcc,uwb_atcc/sample_1973.wav,line up one three cleared for takeoff two four csa three three
uwb_atcc,uwb_atcc/sample_1974.wav,two two
uwb_atcc,uwb_atcc/sample_1975.wav,ok cleared f
uwb_atcc,uwb_atcc/sample_1976.wav,ruzyne tower six two
uwb_atcc,uwb_atcc/sample_1977.wav,established ils runway one three
uwb_atcc,uwb_atcc/sample_1978.wav,jobair zero six two ruzyne tower continue approach continue approach jobair zero si
uwb_atcc,uwb_atcc/sample_1979.wav,two zero one foxtrot golf bravo
uwb_atcc,uwb_atcc/sample_1980.wav,roger
uwb_atcc,uwb_atcc/sample_1981.wav,one three sky travel
uwb_atcc,uwb_atcc/sample_1982.wav,quality nine one romeo we are on delta
uwb_atcc,uwb_atcc/sample_1983.wav,proceed to the holding point runway one three via delta
uwb_atcc,uwb_atcc/sample_1984.wav,continue via delta to holding point runway one three
uwb_atcc,uwb_atcc/sample_1985.wav,runway one three clear to land csa one eight two
uwb_atcc,uwb_atcc/sample_1986.wav,continue proceed via delta to holding point
uwb_atcc,uwb_atcc/sample_1987.wav,roger via delta quality
uwb_atcc,uwb_atcc/sample_1988.wav,nine one romeo
uwb_atcc,uwb_atcc/sample_1989.wav,jobair zero eight two on ils
uwb_atcc,uwb_atcc/sample_1990.wav,jobair zero eight two tower runway one three clear to land wind zero two zero degrees five knots
uwb_atcc,uwb_atcc/sample_1991.wav,runway one three clear to land jobair zero eight two
uwb_atcc,uwb_atcc/sample_1992.wav,calibra
uwb_atcc,uwb_atcc/sample_1993.wav,calibra
uwb_atcc,uwb_atcc/sample_1994.wav,calibra
uwb_atcc,uwb_atcc/sample_1995.wav,and
uwb_atcc,uwb_atcc/sample_1996.wav,lot five two seven contact ground one two one decimal nine good bye two one nine thank you bye
uwb_atcc,uwb_atcc/sample_1997.wav,calibra
uwb_atcc,uwb_atcc/sample_1998.wav,britair three zero zero line up runway one three
uwb_atcc,uwb_atcc/sample_1999.wav,lining up runway one three opera jet three zero zero confirm no back track required
uwb_atcc,uwb_atcc/sample_2000.wav,short back tra
uwb_atcc,uwb_atcc/sample_2001.wav,back track to departure position
uwb_atcc,uwb_atcc/sample_2002.wav,cleared to depart
uwb_atcc,uwb_atcc/sample_2003.wav,csa nine three delta to ground one two one point nine
uwb_atcc,uwb_atcc/sample_2004.wav,one two one nine csa nine three delta
uwb_atcc,uwb_atcc/sample_2005.wav,ruzyne tower csa
uwb_atcc,uwb_atcc/sample_2006.wav,approach runway
uwb_atcc,uwb_atcc/sample_2007.wav,csa seven eight nine roger
uwb_atcc,uwb_atcc/sample_2008.wav,runway one three clear to land wind zero six zero seven knots
uwb_atcc,uwb_atcc/sample_2009.wav,runway one three clear to land csa seven eight
uwb_atcc,uwb_atcc/sample_2010.wav,praha tower good morning klm one three five one ils three one
uwb_atcc,uwb_atcc/sample_2011.wav,klm one three five one ruzyne tower good morning runway three one clear to land wind one seven zero degrees three knots
uwb_atcc,uwb_atcc/sample_2012.wav,clear to land runway three one copy the wind calm
uwb_atcc,uwb_atcc/sample_2013.wav,lux air eight one one eight call ground one two one nine good bye
uwb_atcc,uwb_atcc/sample_2014.wav,csa seven three two zero so change of taxi
uwb_atcc,uwb_atcc/sample_2015.wav,cleared and taxi via
uwb_atcc,uwb_atcc/sample_2016.wav,p and runway two two holding point runway three one
uwb_atcc,uwb_atcc/sample_2017.wav,hotel romeo november five one one runway three one cleared for takeoff wind is calm
uwb_atcc,uwb_atcc/sample_2018.wav,way one one three one five one one
uwb_atcc,uwb_atcc/sample_2019.wav,csa nine delta sierra taxi via golf stand six two
uwb_atcc,uwb_atcc/sample_2020.wav,kilo six two
uwb_atcc,uwb_atcc/sample_2021.wav,csa nine delta sierra
uwb_atcc,uwb_atcc/sample_2022.wav,aerosvit two zero nine
uwb_atcc,uwb_atcc/sample_2023.wav,you will go through vacate via foxtrot next to the right and contact ruzyne ground one two one decimal nine bye
uwb_atcc,uwb_atcc/sample_2024.wav,foxtrot two zero nine
uwb_atcc,uwb_atcc/sample_2025.wav,one two one zero nine aerosvit two zero nine
uwb_atcc,uwb_atcc/sample_2026.wav,one two one decimal nine
uwb_atcc,uwb_atcc/sample_2027.wav,one decimal nine
uwb_atcc,uwb_atcc/sample_2028.wav,ruzyne tower wizz air four papa uniform ready for depa
uwb_atcc,uwb_atcc/sample_2029.wav,wizz air four papa uniform tower roger
uwb_atcc,uwb_atcc/sample_2030.wav,csa seven seven two you may expect
uwb_atcc,uwb_atcc/sample_2031.wav,right turn and runway three one cleared for takeoff wind one six zero degrees four knots
uwb_atcc,uwb_atcc/sample_2032.wav,cleared for takeoff runway three one
uwb_atcc,uwb_atcc/sample_2033.wav,tower csa seven whiskey india approaching holding three one ready csa six whiskey and india tower
uwb_atcc,uwb_atcc/sample_2034.wav,cleared for takeoff runway three one csa seven seven two affirm cleared for takeoff three one wind one seven zero degrees five knots
uwb_atcc,uwb_atcc/sample_2035.wav,calibra
uwb_atcc,uwb_atcc/sample_2036.wav,calibra six whiskey via romeo
uwb_atcc,uwb_atcc/sample_2037.wav,czech holidays seven one six whiskey tower good morning roger use runway three two hold short of three one
uwb_atcc,uwb_atcc/sample_2038.wav,runway two two hold short of three one finn air seven one six
uwb_atcc,uwb_atcc/sample_2039.wav,wizz air four papa uniform line up runway three one and cleared for takeoff wind one eight zero degrees six knots
uwb_atcc,uwb_atcc/sample_2040.wav,takeoff good bye wizz air four papa uniform
uwb_atcc,uwb_atcc/sample_2041.wav,praha tower good day nor shuttle three five eight zero established ils runway three one seven miles
uwb_atcc,uwb_atcc/sample_2042.wav,nor shuttle three five eight zero tower good mor
uwb_atcc,uwb_atcc/sample_2043.wav,continue approach
uwb_atcc,uwb_atcc/sample_2044.wav,continue nor shuttle three five eight
uwb_atcc,uwb_atcc/sample_2045.wav,csa six papa charlie line up runway one three
uwb_atcc,uwb_atcc/sample_2046.wav,line up runway one three csa six
uwb_atcc,uwb_atcc/sample_2047.wav,csa three charlie zulu papa ground one two one decimal nine
uwb_atcc,uwb_atcc/sample_2048.wav,papa one two one nine csa three charlie zulu
uwb_atcc,uwb_atcc/sample_2049.wav,alfa approv
uwb_atcc,uwb_atcc/sample_2050.wav,six mike alfa
uwb_atcc,uwb_atcc/sample_2051.wav,we have turn mike
uwb_atcc,uwb_atcc/sample_2052.wav,roger
uwb_atcc,uwb_atcc/sample_2053.wav,approved when ready
uwb_atcc,uwb_atcc/sample_2054.wav,affirm
uwb_atcc,uwb_atcc/sample_2055.wav,baltu two bravo departure squawk one four zero seven information november
uwb_atcc,uwb_atcc/sample_2056.wav,lufthansa six mike alfa
uwb_atcc,uwb_atcc/sample_2057.wav,tower again hotel november five one
uwb_atcc,uwb_atcc/sample_2058.wav,we are ready for
uwb_atcc,uwb_atcc/sample_2059.wav,hotel romeo november five one one roger
uwb_atcc,uwb_atcc/sample_2060.wav,and taxi via
uwb_atcc,uwb_atcc/sample_2061.wav,runway two two lima holding point runway three one or is you able for in the tax
uwb_atcc,uwb_atcc/sample_2062.wav,you can
uwb_atcc,uwb_atcc/sample_2063.wav,that s sufficient so we are going via papa and then runway two two for
uwb_atcc,uwb_atcc/sample_2064.wav,takeoff lima
uwb_atcc,uwb_atcc/sample_2065.wav,sky travel one zero three four confirm cleared to heraklion
uwb_atcc,uwb_atcc/sample_2066.wav,britair nine zero three contact ruzyne ground one two one decimal nine good bye one three two one nine brit air nine
uwb_atcc,uwb_atcc/sample_2067.wav,tower csa zero two six ready for departure runway one three
uwb_atcc,uwb_atcc/sample_2068.wav,csa zero two six ruzyne tower line up runway one three cleared for takeoff wind zero two zero degrees seven knots
uwb_atcc,uwb_atcc/sample_2069.wav,lining up cleared for takeoff one three csa zero two six
uwb_atcc,uwb_atcc/sample_2070.wav,tower good evening easy eight zero nine bravo fully established one three nine miles
uwb_atcc,uwb_atcc/sample_2071.wav,hello easy eight zero nine bravo ruzyne tower
uwb_atcc,uwb_atcc/sample_2072.wav,continue approach continue approach easy eight seven nine bravo csa six one nine papa lima contact ground one two one decimal nine
uwb_atcc,uwb_atcc/sample_2073.wav,papa lima one two one nine csa six one nine
uwb_atcc,uwb_atcc/sample_2074.wav,eight zero nine bravo
uwb_atcc,uwb_atcc/sample_2075.wav,disregard
uwb_atcc,uwb_atcc/sample_2076.wav,oscar kilo bravo yankee november
uwb_atcc,uwb_atcc/sample_2077.wav,oscar kilo bravo yankee november
uwb_atcc,uwb_atcc/sample_2078.wav,oscar kilo bravo yankee romeo
uwb_atcc,uwb_atcc/sample_2079.wav,november golf alfa runway three one cleared for takeoff wind one six zero degrees three knots
uwb_atcc,uwb_atcc/sample_2080.wav,cleared for takeoff runway three one
uwb_atcc,uwb_atcc/sample_2081.wav,tower csa seven six five fully established ils three one
uwb_atcc,uwb_atcc/sample_2082.wav,csa seven six five tower continue approach continue approach csa seven six fi
uwb_atcc,uwb_atcc/sample_2083.wav,camber three five two six runway three one cleared for takeoff wind zero three zero degrees four knots bye bye
uwb_atcc,uwb_atcc/sample_2084.wav,cleared for takeoff three one
uwb_atcc,uwb_atcc/sample_2085.wav,camber three five two six bye
uwb_atcc,uwb_atcc/sample_2086.wav,csa four two zero ready from delta
uwb_atcc,uwb_atcc/sample_2087.wav,csa four two zero ruzyne tower line up runway one three cleared for takeoff wind one seven zero degrees one knots
uwb_atcc,uwb_atcc/sample_2088.wav,line up and cleared takeoff runway one three csa four two zero
uwb_atcc,uwb_atcc/sample_2089.wav,ruzyne tower csa four zero six
uwb_atcc,uwb_atcc/sample_2090.wav,csa four zero six ruzyne tower
uwb_atcc,uwb_atcc/sample_2091.wav,tower lufthansa five yankee victor good afternoon we are ready
uwb_atcc,uwb_atcc/sample_2092.wav,lufthansa five yankee victor ruzyne tower good afternoon roger
uwb_atcc,uwb_atcc/sample_2093.wav,sky travel six seven zero ready for ta
uwb_atcc,uwb_atcc/sample_2094.wav,sky travel six one golf taxi via hotel
uwb_atcc,uwb_atcc/sample_2095.wav,hotel lima hold short of two four sky travel
uwb_atcc,uwb_atcc/sample_2096.wav,csa three charlie tango runway three one cleared for takeoff wind two one zero degrees five knots
uwb_atcc,uwb_atcc/sample_2097.wav,three one cleared for takeoff csa three charlie tango
uwb_atcc,uwb_atcc/sample_2098.wav,ruzyne tower csa
uwb_atcc,uwb_atcc/sample_2099.wav,established ils runway
uwb_atcc,uwb_atcc/sample_2100.wav,csa two eight seven tower continue approach
uwb_atcc,uwb_atcc/sample_2101.wav,two eight seven
uwb_atcc,uwb_atcc/sample_2102.wav,wizz air four four quebec sierra line up runway three one
uwb_atcc,uwb_atcc/sample_2103.wav,runway three one wizz air four quebec sierra
